Mail on Sunday (London),Sunday Business Post,The Herald (Ireland),The Irish Times,dail
,1.2903225806451613,1.6470588235294117,1.6891891891891893,
1.0277777777777777,1.16,1.55,1.1333333333333333,1.3333333333333333
1.5,1.951219512195122,1.0294117647058822,1.1,1.2
1.4666666666666666,1.434782608695652,1.2894736842105263,,1.0
1.3076923076923077,1.2933333333333332,1.2777777777777777,1.0769230769230769,1.3333333333333333
1.2857142857142858,1.5454545454545454,1.5,1.68,1.826086956521739
1.0,1.1842105263157894,1.5161290322580645,1.5,1.8
,1.1666666666666667,1.36,1.375,1.8076923076923077
,1.6153846153846154,1.1627906976744187,1.0,
,1.5789473684210527,1.1785714285714286,1.1612903225806452,1.0
1.71875,1.2857142857142858,1.5769230769230769,1.3,
1.1,1.2857142857142858,1.8461538461538463,1.5263157894736843,1.5714285714285714
1.6363636363636365,1.7,1.3333333333333333,1.4666666666666666,1.6666666666666667
1.7577639751552796,1.5,1.4473684210526316,1.3157894736842106,1.4285714285714286
,1.2777777777777777,1.1333333333333333,1.0625,1.6
1.5416666666666667,1.3043478260869565,1.4,1.8043478260869565,1.6
1.4666666666666666,1.15,1.8333333333333333,1.4242424242424243,1.2
1.1666666666666667,,1.2,1.2105263157894737,1.0
,1.0,1.7307692307692308,,1.5277777777777777
,1.3,1.6774193548387097,1.2553191489361701,1.5277777777777777
,1.375,2.2,,1.2692307692307692
1.175,1.5714285714285714,1.380952380952381,1.14,
,1.8181818181818181,1.1875,1.5416666666666667,1.1538461538461537
,1.3076923076923077,1.1578947368421053,1.5813953488372092,1.263157894736842
1.2,1.1111111111111112,1.2142857142857142,1.0625,1.1111111111111112
1.5526315789473684,,1.5,1.425,1.3548387096774193
1.150943396226415,1.375,1.2758620689655173,1.3,1.3548387096774193
1.75,1.6206896551724137,1.1851851851851851,,1.4210526315789473
1.3571428571428572,1.375,1.3703703703703705,1.5454545454545454,1.4210526315789473
,1.0547945205479452,1.6666666666666667,1.0909090909090908,1.5789473684210527
1.2582781456953642,1.3333333333333333,1.0975609756097562,1.26890756302521,1.34
,1.34375,1.5357142857142858,1.5161290322580645,1.34
1.6666666666666667,1.7272727272727273,1.5714285714285714,1.6153846153846154,1.8333333333333333
,1.2972972972972974,,,1.8333333333333333
1.4,2.0833333333333335,1.5384615384615385,1.0444444444444445,1.4634146341463414
1.7857142857142858,1.0657276995305165,1.4047619047619047,1.1176470588235294,1.75
1.2857142857142858,1.425,1.1428571428571428,,
1.1111111111111112,1.5897435897435896,1.24,1.1666666666666667,1.2222222222222223
1.0,1.7670454545454546,1.0,1.3125,1.0
,,1.6363636363636365,1.2,1.0
,1.6363636363636365,1.6875,,
,1.0,1.2173913043478262,,1.3333333333333333
,1.607843137254902,1.2666666666666666,1.7692307692307692,
,1.7297297297297298,1.4761904761904763,1.28,
1.1818181818181819,1.0555555555555556,1.5625,1.5,
1.4285714285714286,1.2142857142857142,1.7,1.2941176470588236,1.0
1.6451612903225807,1.1967213114754098,1.5,1.5405405405405406,1.25
1.09375,1.3846153846153846,1.2916666666666667,1.103448275862069,1.1666666666666667
1.0,1.4,,,1.0
1.53125,1.3043478260869565,1.28,1.7179487179487178,1.1428571428571428
,1.4,1.0625,1.6041666666666667,1.1666666666666667
,1.5333333333333334,,1.2222222222222223,
,1.4390243902439024,2.2777777777777777,1.1,
1.2,,1.3478260869565217,1.5,1.375
1.2,1.6842105263157894,1.5121951219512195,1.0344827586206897,1.125
,1.3529411764705883,1.8214285714285714,1.1538461538461537,
,1.5909090909090908,1.46875,1.3681318681318682,1.0
,,1.1904761904761905,1.2241379310344827,1.0
,1.4285714285714286,1.875,1.2048192771084338,
