The Irish Times
2.0
2.466666666666667
2.206896551724138
2.2058823529411766
2.1639344262295084
2.2419354838709675
2.3846153846153846
2.6
3.0476190476190474
2.125
2.3448275862068964
2.0416666666666665
2.65
2.180722891566265
2.533333333333333
2.103448275862069
2.588235294117647
2.7222222222222223
2.4444444444444446
2.5384615384615383
2.3142857142857145
2.6666666666666665
2.396551724137931
2.084507042253521
2.8
2.8666666666666667
2.5652173913043477
2.4857142857142858
2.375
2.1470588235294117
2.606060606060606
2.129032258064516
2.509433962264151
2.129032258064516
2.8529411764705883
2.84
2.3421052631578947
2.2
1.8125
1.9772727272727273
2.625
2.0555555555555554
2.3513513513513513
2.5901639344262297
2.1129032258064515
2.4150943396226414
2.5384615384615383
2.3066666666666666
2.2298850574712645
2.5
2.764705882352941
2.6451612903225805
2.2777777777777777
1.6
2.1176470588235294
2.55
2.1538461538461537
2.9696969696969697
2.0
2.3076923076923075
2.1265822784810124
2.2222222222222223
2.4081632653061225
2.6
2.4444444444444446
2.6
1.8666666666666667
2.1911764705882355
2.096774193548387
2.125
2.2903225806451615
2.090909090909091
2.814814814814815
2.3
2.5
2.8823529411764706
2.2888888888888888
2.1176470588235294
2.5925925925925926
2.3529411764705883
2.298507462686567
2.3181818181818183
2.742857142857143
2.4827586206896552
2.257142857142857
2.3076923076923075
2.4705882352941178
2.2580645161290325
2.35
2.1714285714285713
2.282608695652174
2.3417721518987342
2.716417910447761
2.1129032258064515
2.4150943396226414
2.6721311475409837
1.8571428571428572
2.1785714285714284
2.5
1.8627450980392157
2.3846153846153846
2.4285714285714284
2.4545454545454546
2.457627118644068
2.4146341463414633
2.3333333333333335
2.5609756097560976
2.111111111111111
2.7333333333333334
2.189189189189189
2.0625
1.9555555555555555
3.2413793103448274
2.5866666666666664
2.25
2.142857142857143
2.2758620689655173
2.2222222222222223
2.397727272727273
2.1153846153846154
2.2
2.1875
2.6
2.0
2.2857142857142856
2.5555555555555554
1.5
1.8
2.0
2.6153846153846154
3.111111111111111
2.4047619047619047
2.5714285714285716
2.0
2.7142857142857144
1.5
2.1025641025641026
2.2222222222222223
2.772727272727273
2.176470588235294
2.5425531914893615
2.341463414634146
2.6875
2.8333333333333335
2.090909090909091
2.25
1.8666666666666667
2.1785714285714284
2.3958333333333335
1.125
2.263157894736842
2.088235294117647
2.339622641509434
2.3157894736842106
1.6595744680851063
2.161290322580645
2.111111111111111
1.8333333333333333
1.9090909090909092
2.26
2.652173913043478
2.923076923076923
2.482142857142857
2.0135135135135136
2.264705882352941
2.5789473684210527
2.6865671641791047
2.2432432432432434
1.9142857142857144
2.7222222222222223
2.263157894736842
2.4776119402985075
2.3461538461538463
