Sunday Business Post
2.5161290322580645
2.361111111111111
1.9423076923076923
2.3157894736842106
2.152542372881356
2.5136986301369864
2.0526315789473686
2.081081081081081
2.629032258064516
2.259259259259259
2.0
2.3466666666666667
2.0833333333333335
1.9855072463768115
2.0
1.9523809523809523
1.3191489361702127
3.2857142857142856
2.2666666666666666
2.3548387096774195
2.5689655172413794
2.597826086956522
2.4556962025316458
2.948717948717949
1.8620689655172413
2.2
2.595744680851064
2.150943396226415
2.5238095238095237
2.571969696969697
2.25
3.0
1.9655172413793103
2.5172413793103448
2.3333333333333335
2.3152173913043477
2.1029411764705883
2.607142857142857
2.318840579710145
2.2413793103448274
2.3333333333333335
1.8958333333333333
2.3793103448275863
1.9433962264150944
2.2241379310344827
2.5
2.259259259259259
2.1733333333333333
2.3174603174603177
1.9852941176470589
1.3783783783783783
2.8
1.9951219512195122
2.3048780487804876
2.393939393939394
1.9772727272727273
2.25
2.235294117647059
1.9565217391304348
2.423469387755102
2.0344827586206895
2.3055555555555554
2.1476190476190475
2.04
1.9230769230769231
2.0350877192982457
2.3
2.259259259259259
2.316666666666667
2.357142857142857
1.9523809523809523
2.4782608695652173
2.0
2.375
2.142857142857143
2.62
2.511627906976744
2.6
2.37007874015748
2.902439024390244
2.215686274509804
2.183333333333333
1.9090909090909092
2.441666666666667
1.6415094339622642
2.0
2.311111111111111
2.4411764705882355
2.0
2.142857142857143
2.15625
2.176470588235294
2.193548387096774
2.4794520547945207
2.263157894736842
2.4285714285714284
1.72
2.317829457364341
2.0
2.106382978723404
2.1794871794871793
1.7777777777777777
2.2972972972972974
2.4210526315789473
2.0185185185185186
2.05
2.210526315789474
2.0444444444444443
2.7
2.483050847457627
2.203125
2.4074074074074074
2.2666666666666666
1.9787234042553192
2.0847457627118646
2.2333333333333334
2.2916666666666665
2.4285714285714284
2.2857142857142856
2.375
2.5185185185185186
2.2013422818791946
2.3
2.933333333333333
2.5185185185185186
2.6538461538461537
2.5703125
2.2857142857142856
2.342857142857143
2.2857142857142856
2.462686567164179
2.736842105263158
2.4375
2.792207792207792
3.0
2.3333333333333335
2.9411764705882355
2.628099173553719
2.2857142857142856
2.4545454545454546
2.522727272727273
2.1818181818181817
2.3333333333333335
2.5
2.347826086956522
2.4615384615384617
2.576923076923077
2.263157894736842
2.263888888888889
2.7285714285714286
2.6688741721854305
2.1466666666666665
2.71875
2.253968253968254
2.45
2.3461538461538463
2.1538461538461537
1.9444444444444444
2.3076923076923075
2.3333333333333335
2.7205882352941178
2.630434782608696
2.4642857142857144
2.8181818181818183
2.888888888888889
2.1363636363636362
2.1578947368421053
2.123076923076923
2.683333333333333
3.230769230769231
2.78125
2.764705882352941
2.388888888888889
2.4583333333333335
2.2241379310344827
2.3854166666666665
